product_id	product_name	company_name	company_country	company_type	facility_name	facility_country	facility_lat	facility_lng	facility_processes	composition	categories	certificates	characteristics	image
000525	Handloomed Jute Rug Mat	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 1	Italy	54,2265	24,7713	[Combing]	"[[""Tussah Silk"",100]]"	[Nylon]	[RMS (Responsible Mohair Standard), Higg Product Module (Higg MSI), OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000526	Soft Touch Fleece Lined Gloves	Summit Mills	Sweden	Supplier	Summit Mills Facility 4	Sweden	46,0255	-1,3766	[Finishing, Twisting & Winding, Washing / Scouring, Knitting]	"[[""Recycled Cotton"",100]]"	[Camisoles]	[Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000527	Sustainable Fashion T-Shirt Dress	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 4	Italy	56,3153	-3,0709	[Heat Setting, Quality Control & Inspection, Twisting & Winding, Spinning]	"[[""Polypropylene"",100]]"	[Chef Coats]	[RCS (Recycled Claim Standard), OEKO-TEX STeP, BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000528	Handmade Woolen Beanie Hat	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 1	Portugal	48,7658	20,9422	[Twisting & Winding, Mercerization]	"[[""Linen (Flax)"",50],[""Tussah Silk"",50]]"	[Safety Vests]	[Higg Product Module (Higg MSI), RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000529	Eco Weave Linen Napkins	Riverstone Looms	France	Supplier	Riverstone Looms Facility 1	France	52,4909	22,1962	[Bleaching, Warping, Printing]	"[[""Mohair"",34],[""Hemp"",33],[""Recycled Nylon"",33]]"	[Snow Gear]	[RWS (Responsible Wool Standard), Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000530	Sustainable Fashion Hoodie Sweatshirt	Summit Mills	Sweden	Supplier	Summit Mills Facility 1	Sweden	37,9433	23,3396	[Bleaching, Quality Control & Inspection]	"[[""Ramie"",100]]"	[Satin]	[Fairtrade Cotton, RDS (Responsible Down Standard), RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000531	Bamboo Fabric Baby Clothes Set	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 1	Germany	49,0419	-3,9234	[Warping, Spinning, Carding]	"[[""Cupro"",34],[""Recycled Nylon"",33],[""Synthetic Leather (PU Leather)"",33]]"	[Bras]	[Nordic Swan Ecolabel, RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000532	Organic Cotton Bedding Sheets	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 2	Netherlands	50,7905	29,0179	[Nonwoven Formation, Warping, Printing, Knitting]	"[[""Silk"",100]]"	[Polyester]	[Fairtrade Textile Standard, ZDHC MRSL Compliance, RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000533	Natural Dye Cotton T-Shirt Dress	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 1	Portugal	48,7658	20,9422	[Twisting & Winding, Mercerization]	"[[""Elastane (Spandex)"",100]]"	[Plus Outerwear]	[GRS (Global Recycled Standard), OEKO-TEX STeP, Fairtrade Cotton]		https://example.com/demo-image.jpg
000534	Handloomed Jute Basket Woven	EcoThreads	Spain	Supplier	EcoThreads Facility 4	Spain	36,253	28,2532	[Dyeing]	"[[""Recycled Cotton"",50],[""Viscose"",50]]"	[Sports Tops]	[OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000535	Soft Fleece Lined Slippers Booties	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Hemp"",50],[""Acetate"",50]]"	[Gilets]	[Higg Product Module (Higg MSI), RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000536	Natural Fiber Wall Art Panel	Urban Stitch	Canada	Supplier	Urban Stitch Facility 4	Canada	53,9255	-8,862	[Mercerization, Carding]	"[[""Alpaca"",50],[""Nylon"",50]]"	[Hipsters]	[RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000537	Handmade Woolen Rug Mat	Urban Stitch	Canada	Supplier	Urban Stitch Facility 2	Canada	55,9318	11,5176	[Weaving]	"[[""Polyester"",100]]"	[Sheath Dresses]	[Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000538	Faux Leather Travel Wallet Case	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Acrylic"",100]]"	[Leather Jackets]	[EU Ecolabel for Textiles]		https://example.com/demo-image.jpg
000539	Eco Weave Linen Tablecloth Set	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 1	Netherlands	53,5321	19,9797	[Washing / Scouring, Fiber Preparation, Weaving]	"[[""Polypropylene"",50],[""Cashmere"",50]]"	[Outerwear]	[bluesign Approved]		https://example.com/demo-image.jpg
000540	Organic Cotton Bedding Duvet Cover	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Nylon"",100]]"	[Heels]	[BCI (Better Cotton Initiative), RMS (Responsible Mohair Standard), Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000541	Natural Dye	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Cotton"",100]]"	[Kids Dresses]	[OEKO-TEX STeP]		https://example.com/demo-image.jpg
000542	Natural Fiber Market Tote	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Synthetic Leather (PU Leather)"",100]]"	[T-Shirts]	[GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000543	Recycled Polyester T-Shirt	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 4	Netherlands	40,86	-6,2215	[Stitching / Sewing, Mercerization, Twisting & Winding]	"[[""Mohair"",34],[""Recycled Polyester"",33],[""Viscose"",33]]"	[Crossbody Bags]	[Nordic Swan Ecolabel, OEKO-TEX Made in Green, Fairtrade Cotton]		https://example.com/demo-image.jpg
000544	Bamboo Socks For Men	Summit Mills	Sweden	Supplier	Summit Mills Facility 1	Sweden	37,9433	23,3396	[Bleaching, Quality Control & Inspection]	"[[""Bamboo Fiber"",50],[""Cotton"",50]]"	[Tights]	[RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000545	Merino Knit Socks For Women	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Organic Cotton"",34],[""Acetate"",33],[""Polypropylene"",33]]"	[Spandex]	[Fairtrade Cotton, CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000546	Bamboo Socks For Women	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 3	Italy	52,0849	24,0743	[Combing]	"[[""Mohair"",34],[""Alpaca"",33],[""Ramie"",33]]"	[Neckerchiefs]	[GOTS (Global Organic Textile Standard), Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000547	Soft Brushed Fleece Gloves	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 4	Netherlands	40,86	-6,2215	[Stitching / Sewing, Mercerization, Twisting & Winding]	"[[""Modal"",50],[""Acrylic"",50]]"	[Raincoats]	[GOTS (Global Organic Textile Standard), RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000548	Recycled Material Lunch Box	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 4	Netherlands	40,86	-6,2215	[Stitching / Sewing, Mercerization, Twisting & Winding]	"[[""Modal"",50],[""Cotton"",50]]"	[Henleys]	[OEKO-TEX STeP, ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000549	Organic Linen Napkins	Riverstone Looms	France	Supplier	Riverstone Looms Facility 3	France	51,9069	20,668	[Fiber Preparation, Weaving, Printing]	"[[""Wool"",100]]"	[Pencil Skirts]	[RMS (Responsible Mohair Standard), GOTS (Global Organic Textile Standard), Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000550	Sustainable Denim Jacket For Women	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Cotton"",100]]"	[Cargo Pants]	[RCS (Recycled Claim Standard), RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000551	Cotton Twill Work Shirt With Pocket	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Nylon"",34],[""Polypropylene"",33],[""Polyurethane"",33]]"	[Velvet]	[RWS (Responsible Wool Standard), RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000552	Wool Blend Beanie Hat	Urban Stitch	Canada	Supplier	Urban Stitch Facility 4	Canada	53,9255	-8,862	[Mercerization, Carding]	"[[""Silk"",50],[""Bamboo Fiber"",50]]"	[Viscose]	[bluesign Approved]		https://example.com/demo-image.jpg
000553	Natural Dye Batik Dress	Summit Mills	Sweden	Supplier	Summit Mills Facility 4	Sweden	46,0255	-1,3766	[Finishing, Twisting & Winding, Washing / Scouring, Knitting]	"[[""Nylon"",34],[""Polyurethane"",33],[""Elastane (Spandex)"",33]]"	[Nursing Bras]	[RAS (Responsible Alpaca Standard), BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000554	Eco Weave Travel Bag	Urban Stitch	Canada	Supplier	Urban Stitch Facility 1	Canada	54,602	-6,8735	[Brushing / Raising, Nonwoven Formation]	"[[""Polyurethane"",100]]"	[Handkerchiefs]	[bluesign Approved, RAS (Responsible Alpaca Standard), RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000555	Bamboo Socks For Kids	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 4	Germany	48,4044	15,8282	[Combing, Bleaching]	"[[""Silk"",50],[""Cotton"",50]]"	[Mini Dresses]	[OEKO-TEX STeP, Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000556	Natural Fiber Market Basket	EcoThreads	Spain	Supplier	EcoThreads Facility 1	Spain	37,1789	29,2145	[Brushing / Raising, Stitching / Sewing]	"[[""Silk"",50],[""Leather"",50]]"	[Handkerchiefs]	[OEKO-TEX Standard 100]		https://example.com/demo-image.jpg
000557	Eco Friendly Travel Towel	WeaveWorks	United States	Supplier	WeaveWorks Facility 3	United States	55,0454	19,6121	[Stitching / Sewing, Carding]	"[[""Leather"",34],[""Hemp"",33],[""Polyurethane"",33]]"	[Twill]	[CmiA (Cotton made in Africa), RCS (Recycled Claim Standard), Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000558	Silk Blend Pillowcase Cover	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Cupro"",100]]"	[Neckerchiefs]	[GOTS (Global Organic Textile Standard), OCS (Organic Content Standard), ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000559	Natural Fiber Yoga Block	Riverstone Looms	France	Supplier	Riverstone Looms Facility 2	France	42,429	6,8353	[Stitching / Sewing, Knitting]	"[[""Recycled Nylon"",34],[""Cotton"",33],[""Cupro"",33]]"	[Workwear]	[CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000560	Handmade Woolen Slippers Shoes	WeaveWorks	United States	Supplier	WeaveWorks Facility 3	United States	55,0454	19,6121	[Stitching / Sewing, Carding]	"[[""Modal"",100]]"	[Nylon]	[GOTS (Global Organic Textile Standard), Fairtrade Textile Standard, bluesign Approved]		https://example.com/demo-image.jpg
000561	Organic Linen Napkins Set	WeaveWorks	United States	Supplier	WeaveWorks Facility 1	United States	57,8581	24,3338	[Mercerization, Weaving]	"[[""Synthetic Leather (PU Leather)"",34],[""Ramie"",33],[""Tussah Silk"",33]]"	[Pleated Skirts]	[Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000562	Wool Blend Socks Set	WeaveWorks	United States	Supplier	WeaveWorks Facility 1	United States	57,8581	24,3338	[Mercerization, Weaving]	"[[""Recycled Cotton"",100]]"	[Snow Gear]	[RMS (Responsible Mohair Standard), RAS (Responsible Alpaca Standard), CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000563	Linen Blend Summer Shirt	WeaveWorks	United States	Supplier	WeaveWorks Facility 3	United States	55,0454	19,6121	[Stitching / Sewing, Carding]	"[[""Tussah Silk"",100]]"	[Snoods]	[RAS (Responsible Alpaca Standard), CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000564	Faux Leather Belt Strap	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Wool"",100]]"	[Footwear]	[OEKO-TEX Standard 100]		https://example.com/demo-image.jpg
000565	Handmade Woolen Rug Pad	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Viscose"",100]]"	[Underwear]	[Fairtrade Textile Standard, GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000566	Soft Fleece Hooded Sweatshirt	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Tussah Silk"",100]]"	[Flip Flops]	[ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000567	Handloomed Wool Rug Mat	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Recycled Cotton"",34],[""Polyurethane"",33],[""Lyocell (TENCEL)"",33]]"	[Lyocell]	[RCS (Recycled Claim Standard), GRS (Global Recycled Standard), CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000568	Organic Cotton Baby Towel	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Modal"",50],[""Synthetic Leather (PU Leather)"",50]]"	[Kids Dresses]	[Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000569	Cotton Linen Blend Pants	Summit Mills	Sweden	Supplier	Summit Mills Facility 2	Sweden	50,7404	24,107	[Washing / Scouring]	"[[""Alpaca"",50],[""Cotton"",50]]"	[Modal]	[CmiA (Cotton made in Africa), bluesign Approved, ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000570	Merino Knit Crew Socks	EcoThreads	Spain	Supplier	EcoThreads Facility 1	Spain	37,1789	29,2145	[Brushing / Raising, Stitching / Sewing]	"[[""Cotton"",34],[""Bamboo Fiber"",33],[""Synthetic Leather (PU Leather)"",33]]"	[Fleece]	[RCS (Recycled Claim Standard), OEKO-TEX STeP]		https://example.com/demo-image.jpg
000571	Soft Fleece Gloves	Summit Mills	Sweden	Supplier	Summit Mills Facility 1	Sweden	37,9433	23,3396	[Bleaching, Quality Control & Inspection]	"[[""Cashmere"",50],[""Cupro"",50]]"	[Maternity Tops]	[OEKO-TEX Made in Green, Fairtrade Textile Standard, RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000572	Sustainable Fashion Scarf Wrap	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Merino Wool"",50],[""Polyester"",50]]"	[Faux Leather]	[RAS (Responsible Alpaca Standard), OEKO-TEX Standard 100]		https://example.com/demo-image.jpg
000573	Linen Weave Summer Shirt	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 4	Portugal	53,631	-8,706	[Knitting, Quality Control & Inspection]	"[[""Leather"",100]]"	[Aprons]	[Nordic Swan Ecolabel, RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000574	Faux Leather Biker Shorts	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Ramie"",34],[""Elastane (Spandex)"",33],[""Recycled Polyester"",33]]"	[G-Strings]	[CmiA (Cotton made in Africa), GOTS (Global Organic Textile Standard), Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000575	Natural Fiber Yoga Socks	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 4	Germany	48,4044	15,8282	[Combing, Bleaching]	"[[""Ramie"",100]]"	[Berets]	[RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000576	Organic Cotton Travel Wallet	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 3	United Kingdom	41,1633	6,9818	[Heat Setting, Bleaching]	"[[""Ramie"",50],[""Viscose"",50]]"	[Kids Pants]	[Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000577	Handmade Silk Scarf Wrap Set	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 4	Italy	56,3153	-3,0709	[Heat Setting, Quality Control & Inspection, Twisting & Winding, Spinning]	"[[""Leather"",50],[""Cotton"",50]]"	[Pencil Skirts]	[Fairtrade Cotton, RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000578	Bamboo Charcoal Activewear Leggings	EcoThreads	Spain	Supplier	EcoThreads Facility 3	Spain	38,7094	9,5543	[Cutting, Printing]	"[[""Viscose"",34],[""Cashmere"",33],[""Lyocell (TENCEL)"",33]]"	[Trench Coats]	[RAS (Responsible Alpaca Standard), Fairtrade Textile Standard, GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000579	Organic Cotton Baby Bib Set	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 2	Italy	42,679	18,002	[Cutting]	"[[""Synthetic Leather (PU Leather)"",34],[""Polyurethane"",33],[""Nylon"",33]]"	[Dresses]	[Fairtrade Textile Standard, OCS (Organic Content Standard), Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000580	Organic Cotton Baby Dress	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Wool"",100]]"	[Wrap Dresses]	[Higg Product Module (Higg MSI), RCS (Recycled Claim Standard), bluesign Approved]		https://example.com/demo-image.jpg
000581	Silk Velvet Evening Gown	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 4	Portugal	53,631	-8,706	[Knitting, Quality Control & Inspection]	"[[""Polyester"",100]]"	[Baby Leggings]	[Fairtrade Textile Standard, RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000582	Wool Cashmere Blend Socks	WeaveWorks	United States	Supplier	WeaveWorks Facility 1	United States	57,8581	24,3338	[Mercerization, Weaving]	"[[""Wool"",100]]"	[Handkerchiefs]	[OEKO-TEX STeP, CmiA (Cotton made in Africa), RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000583	Linen Cotton Twill Pants	EcoThreads	Spain	Supplier	EcoThreads Facility 1	Spain	37,1789	29,2145	[Brushing / Raising, Stitching / Sewing]	"[[""Acrylic"",50],[""Wool"",50]]"	[Tote Bags]	[RDS (Responsible Down Standard), RCS (Recycled Claim Standard), RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000584	Tencel Blouse with Ruffles	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 4	Italy	56,3153	-3,0709	[Heat Setting, Quality Control & Inspection, Twisting & Winding, Spinning]	"[[""Acrylic"",34],[""Viscose"",33],[""Cotton"",33]]"	[Snow Gear]	[OEKO-TEX STeP, GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000585	Linen Cotton Canvas Tote	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Recycled Polyester"",50],[""Ramie"",50]]"	[Trench Coats]	[GOTS (Global Organic Textile Standard), OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000586	Tencel Blouse with Lace	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Bamboo Fiber"",34],[""Cotton"",33],[""Recycled Polyester"",33]]"	[Wedges]	[ZDHC MRSL Compliance, RWS (Responsible Wool Standard), Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000587	Handmade Leather Shoulder Bag	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Linen (Flax)"",50],[""Polyester"",50]]"	[Beanies]	[Nordic Swan Ecolabel, GRS (Global Recycled Standard), Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000588	Organic Cotton Baby Swaddle	WeaveWorks	United States	Supplier	WeaveWorks Facility 4	United States	41,5791	0,1702	[Mercerization, Quality Control & Inspection, Weaving]	"[[""Synthetic Leather (PU Leather)"",34],[""Recycled Cotton"",33],[""Recycled Nylon"",33]]"	[Satin]	[Fairtrade Cotton, OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000589	Silk Dupioni Suit Pants	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 2	Italy	42,679	18,002	[Cutting]	"[[""Viscose"",100]]"	[Raincoats]	[OEKO-TEX STeP, GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000590	Wool Cashmere Blend Scarf	Summit Mills	Sweden	Supplier	Summit Mills Facility 1	Sweden	37,9433	23,3396	[Bleaching, Quality Control & Inspection]	"[[""Cotton"",34],[""Silk"",33],[""Jute"",33]]"	[Viscose]	[RAS (Responsible Alpaca Standard), BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000591	Linen Cotton Twill Shirt	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 1	Portugal	48,7658	20,9422	[Twisting & Winding, Mercerization]	"[[""Organic Cotton"",100]]"	[Nylon]	[GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000592	Handmade Leather Belt Wallet	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Cotton"",50],[""Polyester"",50]]"	[Long Johns]	[RAS (Responsible Alpaca Standard), GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000593	Silk Charmeuse Kimono Wrap	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 1	Germany	49,0419	-3,9234	[Warping, Spinning, Carding]	"[[""Recycled Nylon"",100]]"	[Panties]	[RCS (Recycled Claim Standard), ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000594	Recycled	Urban Stitch	Canada	Supplier	Urban Stitch Facility 4	Canada	53,9255	-8,862	[Mercerization, Carding]	"[[""Cotton"",50],[""Ramie"",50]]"	[Work Pants]	[OEKO-TEX Made in Green, bluesign Approved]		https://example.com/demo-image.jpg
000595	Faux Leather Handbag Purse	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Wool"",34],[""Viscose"",33],[""Elastane (Spandex)"",33]]"	[Espadrilles]	[RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000596	Merino Wool Socks 6pk	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Cotton"",50],[""Recycled Cotton"",50]]"	[Mittens]	[Higg Product Module (Higg MSI), Nordic Swan Ecolabel, OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000597	Wool Blend Slippers Shoes	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Elastane (Spandex)"",100]]"	[Running Shoes]	[OEKO-TEX STeP]		https://example.com/demo-image.jpg
000598	Merino Knit Gloves Hand	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 4	Germany	48,4044	15,8282	[Combing, Bleaching]	"[[""Linen (Flax)"",34],[""Cotton"",33],[""Recycled Nylon"",33]]"	[Berets]	[OEKO-TEX Made in Green, RWS (Responsible Wool Standard), RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000599	Natural Dye Tie Dye Scarf	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Cotton"",100]]"	[Knit Dresses]	[RCS (Recycled Claim Standard), OEKO-TEX Made in Green, EU Ecolabel for Textiles]		https://example.com/demo-image.jpg
000600	Silk Blend Robe Wrap	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Tussah Silk"",50],[""Wool"",50]]"	[Wrap Skirts]	[RDS (Responsible Down Standard), OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000601	Faux Fur Trim Gloves Hand	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Acrylic"",100]]"	[Heels]	[GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000602	Recycled Cotton Work Pants	WeaveWorks	United States	Supplier	WeaveWorks Facility 3	United States	55,0454	19,6121	[Stitching / Sewing, Carding]	"[[""Cupro"",50],[""Recycled Polyester"",50]]"	[Polyester]	[Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000603	Eco Friendly Yoga Mat Towel	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Nylon"",34],[""Alpaca"",33],[""Linen (Flax)"",33]]"	[Poplin]	[Higg Product Module (Higg MSI), CmiA (Cotton made in Africa), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000604	Handloomed Linen Bedding Set	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 1	Portugal	48,7658	20,9422	[Twisting & Winding, Mercerization]	"[[""Wool"",50],[""Hemp"",50]]"	[Thongs]	[OEKO-TEX STeP, GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000605	Natural Dye Batik T Shirt	Urban Stitch	Canada	Supplier	Urban Stitch Facility 1	Canada	54,602	-6,8735	[Brushing / Raising, Nonwoven Formation]	"[[""Synthetic Leather (PU Leather)"",34],[""Cotton"",33],[""Bamboo Fiber"",33]]"	[Sweaters]	[bluesign Approved, EU Ecolabel for Textiles, OEKO-TEX STeP]		https://example.com/demo-image.jpg
000606	Bamboo Tote Bag	Urban Stitch	Canada	Supplier	Urban Stitch Facility 2	Canada	55,9318	11,5176	[Weaving]	"[[""Recycled Nylon"",100]]"	[One-Piece]	[RAS (Responsible Alpaca Standard), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000607	Faux Leather Backpack	Urban Stitch	Canada	Supplier	Urban Stitch Facility 3	Canada	41,7184	29,3424	[Bleaching]	"[[""Mohair"",50],[""Elastane (Spandex)"",50]]"	[Pencil Skirts]	[RCS (Recycled Claim Standard), Fairtrade Cotton]		https://example.com/demo-image.jpg
